Brand,Model,Rank,Benchmark,Samples,URL
AMD,Radeon HD 7640G,432,3.03,5779,https://gpu.userbenchmark.com/SpeedTest/7903/AMD-Radeon-HD-7640G
AMD,Radeon HD 7600G,435,2.86,1278,https://gpu.userbenchmark.com/SpeedTest/12867/AMD-Radeon-HD-7600G---7500M7600M-Dual-Graphics
Nvidia,Quadro FX 1800M,436,2.85,968,https://gpu.userbenchmark.com/SpeedTest/7771/NVIDIA-Quadro-FX-1800M
AMD,Radeon HD 6620G,437,2.84,2629,https://gpu.userbenchmark.com/SpeedTest/8118/AMD-Radeon-HD-6620G
AMD,Radeon HD 8470D,438,2.83,5366,https://gpu.userbenchmark.com/SpeedTest/9693/AMD-Radeon-HD-8470D
Nvidia,GeForce GT 335M,441,2.77,702,https://gpu.userbenchmark.com/SpeedTest/10735/NVIDIA-GeForce-GT-335M
Nvidia,GeForce GT 425M,442,2.75,2413,https://gpu.userbenchmark.com/SpeedTest/7792/NVIDIA-GeForce-GT-425M
AMD,Radeon HD 7540D,443,2.75,3144,https://gpu.userbenchmark.com/SpeedTest/7756/AMD-Radeon-HD-7540D
Nvidia,Quadro FX 2700M,445,2.67,672,https://gpu.userbenchmark.com/SpeedTest/7747/NVIDIA-Quadro-FX-2700M
Nvidia,GeForce GT 525M,448,2.59,7132,https://gpu.userbenchmark.com/SpeedTest/8869/NVIDIA-GeForce-GT-525M
Nvidia,GeForce GT 130,449,2.56,199,https://gpu.userbenchmark.com/SpeedTest/12240/NVIDIA-GeForce-GT-130
Nvidia,GeForce GT 420M,450,2.52,1437,https://gpu.userbenchmark.com/SpeedTest/8926/NVIDIA-GeForce-GT-420M
AMD,Radeon HD 6530D,453,2.36,3663,https://gpu.userbenchmark.com/SpeedTest/7795/AMD-Radeon-HD-6530D
AMD,Radeon HD 7520G,454,2.35,4092,https://gpu.userbenchmark.com/SpeedTest/8569/AMD-Radeon-HD-7520G
Nvidia,NVS 5100M,456,2.3,1578,https://gpu.userbenchmark.com/SpeedTest/8318/NVIDIA-NVS-5100M
Nvidia,GeForce GT 330M,457,2.29,6080,https://gpu.userbenchmark.com/SpeedTest/7739/NVIDIA-GeForce-GT-330M
Nvidia,Quadro FX 880M,458,2.29,3901,https://gpu.userbenchmark.com/SpeedTest/7780/NVIDIA-Quadro-FX-880M
Nvidia,GeForce GT 240M,459,2.28,2027,https://gpu.userbenchmark.com/SpeedTest/8596/NVIDIA-GeForce-GT-240M
Nvidia,GeForce GT 220,460,2.27,14660,https://gpu.userbenchmark.com/SpeedTest/7737/NVIDIA-GeForce-GT-220
Nvidia,GeForce GT 620,462,2.21,12335,https://gpu.userbenchmark.com/SpeedTest/8899/NVIDIA-GeForce-GT-620
AMD,Radeon HD 6520G,464,2.14,7083,https://gpu.userbenchmark.com/SpeedTest/7806/AMD-Radeon-HD-6520G
Nvidia,GeForce GT 520MX,465,2.11,1355,https://gpu.userbenchmark.com/SpeedTest/8048/NVIDIA-GeForce-GT-520MX
Nvidia,GeForce 9700M GT,466,2.11,246,https://gpu.userbenchmark.com/SpeedTest/12102/NVIDIA-GeForce-9700M-GT
Nvidia,GeForce GT 705,467,2.07,3462,https://gpu.userbenchmark.com/SpeedTest/13024/NVIDIA-GeForce-GT-705
AMD,Radeon HD 7500G,468,2.06,1007,https://gpu.userbenchmark.com/SpeedTest/9442/AMD-Radeon-HD-7500G
Nvidia,GeForce GT 230M,469,2.06,2505,https://gpu.userbenchmark.com/SpeedTest/8017/NVIDIA-GeForce-GT-230M
Nvidia,GeForce 610M,470,2.05,4134,https://gpu.userbenchmark.com/SpeedTest/8250/NVIDIA-GeForce-610M
Nvidia,GeForce 8600 GTS,471,2.05,2214,https://gpu.userbenchmark.com/SpeedTest/8311/NVIDIA-GeForce-8600-GTS
Nvidia,GeForce 7800 GT,472,2.01,220,https://gpu.userbenchmark.com/SpeedTest/8420/NVIDIA-GeForce-7800-GT
AMD,HD 7470,473,2.01,10316,https://gpu.userbenchmark.com/SpeedTest/8681/AMD-Radeon-HD-7000-series
Nvidia,GeForce GT 130M,474,2.01,569,https://gpu.userbenchmark.com/SpeedTest/9306/NVIDIA-GeForce-GT-130M
AMD,Radeon  HD 6490M,475,2,380,https://gpu.userbenchmark.com/SpeedTest/7775/Radeon-TM-HD-6490M
AMD,Radeon HD 7470M,476,1.98,390,https://gpu.userbenchmark.com/SpeedTest/9296/AMD-Radeon-HD-7470M
AMD,Radeon R5,477,1.97,33858,https://gpu.userbenchmark.com/SpeedTest/12264/AMD-RadeonTM-R5-Graphics
AMD,Radeon HD 8370D,478,1.95,4185,https://gpu.userbenchmark.com/SpeedTest/10640/AMD-Radeon-HD-8370D
Nvidia,NVS 4200M,479,1.91,5582,https://gpu.userbenchmark.com/SpeedTest/7966/NVIDIA-NVS-4200M
AMD,Radeon HD 7480D,480,1.89,6263,https://gpu.userbenchmark.com/SpeedTest/7856/AMD-Radeon-HD-7480D
Nvidia,Quadro 400,481,1.89,871,https://gpu.userbenchmark.com/SpeedTest/9363/NVIDIA-Quadro-400
Nvidia,GeForce 9500 GS,482,1.89,1153,https://gpu.userbenchmark.com/SpeedTest/11103/NVIDIA-GeForce-9500-GS
AMD,Radeon HD 7400M,483,1.88,4096,https://gpu.userbenchmark.com/SpeedTest/7817/AMD-Radeon-HD-7400M
AMD,Radeon HD 6470M,484,1.86,4263,https://gpu.userbenchmark.com/SpeedTest/7679/AMD-Radeon-HD-6470M
Nvidia,GeForce GT 520M,486,1.84,4433,https://gpu.userbenchmark.com/SpeedTest/8308/NVIDIA-GeForce-GT-520M
Nvidia,GeForce GT 520,487,1.82,13520,https://gpu.userbenchmark.com/SpeedTest/7768/NVIDIA-GeForce-GT-520
Nvidia,GeForce GT 420,489,1.81,7118,https://gpu.userbenchmark.com/SpeedTest/10183/NVIDIA-GeForce-GT-420
Nvidia,Quadro FX 770M,490,1.81,757,https://gpu.userbenchmark.com/SpeedTest/7999/NVIDIA-Quadro-FX-770M
Nvidia,GeForce GT 610,491,1.8,45800,https://gpu.userbenchmark.com/SpeedTest/7736/NVIDIA-GeForce-GT-610
Nvidia,GeForce 320M,493,1.8,466,https://gpu.userbenchmark.com/SpeedTest/9153/NVIDIA-GeForce-320M
Nvidia,GeForce 9650M-GT,495,1.77,296,https://gpu.userbenchmark.com/SpeedTest/9295/NVIDIA-GeForce-9650M-GT
Nvidia,GeForce GT 220M,496,1.75,803,https://gpu.userbenchmark.com/SpeedTest/11828/NVIDIA-GeForce-GT-220M
AMD,Radeon HD 6480G,498,1.69,3759,https://gpu.userbenchmark.com/SpeedTest/8221/AMD-RadeonTM-HD-6480G
Nvidia,Quadro FX 1600M,499,1.68,373,https://gpu.userbenchmark.com/SpeedTest/8782/NVIDIA-Quadro-FX-1600M
AMD,Radeon HD 6450,500,1.67,24404,https://gpu.userbenchmark.com/SpeedTest/7821/AMD-Radeon-HD-6450
AMD,Radeon HD 7450,501,1.66,7438,https://gpu.userbenchmark.com/SpeedTest/8053/AMD-RadeonTM-HD-7450
Nvidia,GeForce 9600M-GT,502,1.64,3657,https://gpu.userbenchmark.com/SpeedTest/7707/NVIDIA-GeForce-9600M-GT
AMD,Radeon R3 Graphics,503,1.64,4577,https://gpu.userbenchmark.com/SpeedTest/12440/AMD-RadeonTM-R3-Graphics
Nvidia,GeForce 9500 GT,505,1.61,21783,https://gpu.userbenchmark.com/SpeedTest/7816/NVIDIA-GeForce-9500-GT
Nvidia,Quadro FX 580,506,1.59,4610,https://gpu.userbenchmark.com/SpeedTest/7761/NVIDIA-Quadro-FX-580
AMD,Radeon HD 8400-R3,507,1.59,9346,https://gpu.userbenchmark.com/SpeedTest/11160/AMD-Radeon-HD-8400--R3
Nvidia,GeForce 7900 GTX,510,1.55,171,https://gpu.userbenchmark.com/SpeedTest/10625/NVIDIA-GeForce-7900-GTX
AMD,Radeon HD 7400G,512,1.54,312,https://gpu.userbenchmark.com/SpeedTest/10815/AMD-Radeon-HD-7400G
Nvidia,Quadro NVS 320M,514,1.53,151,https://gpu.userbenchmark.com/SpeedTest/8310/NVIDIA-Quadro-NVS-320M
Nvidia,GeForce 9600M-GS,515,1.52,895,https://gpu.userbenchmark.com/SpeedTest/9821/NVIDIA-GeForce-9600M-GS
Nvidia,GeForce 8600 GT,517,1.5,9213,https://gpu.userbenchmark.com/SpeedTest/7659/NVIDIA-GeForce-8600-GT
Nvidia,GeForce 410M,518,1.48,3499,https://gpu.userbenchmark.com/SpeedTest/9169/NVIDIA-GeForce-410M
AMD,Radeon HD 6410D,519,1.48,2347,https://gpu.userbenchmark.com/SpeedTest/8199/AMD-Radeon-HD-6410D
AMD,Radeon HD 8330,521,1.39,6440,https://gpu.userbenchmark.com/SpeedTest/8155/AMD-Radeon-HD-8330
Nvidia,NVS 310,522,1.38,3322,https://gpu.userbenchmark.com/SpeedTest/10691/NVIDIA-NVS-310
Nvidia,Quadro FX 570M,524,1.35,395,https://gpu.userbenchmark.com/SpeedTest/9414/NVIDIA-Quadro-FX-570M
Nvidia,GeForce GT 415M,526,1.29,67,https://gpu.userbenchmark.com/SpeedTest/16834/NVIDIA-GeForce-GT-415M
Nvidia,Quadro FX 1700,527,1.26,2160,https://gpu.userbenchmark.com/SpeedTest/9158/NVIDIA-Quadro-FX-1700
Nvidia,GeForce 8600M GT,531,1.23,1865,https://gpu.userbenchmark.com/SpeedTest/8081/NVIDIA-GeForce-8600M-GT
AMD,HD 8240,533,1.15,3116,https://gpu.userbenchmark.com/SpeedTest/9779/AMD-Radeon-HD-8240
Nvidia,GeForce GT 320M,536,1.13,1243,https://gpu.userbenchmark.com/SpeedTest/7796/NVIDIA-GeForce-GT-320M
AMD,Radeon HD 6370M,538,1.11,674,https://gpu.userbenchmark.com/SpeedTest/10005/AMD-Radeon-HD-6370M
Nvidia,GeForce 7800 GTX,541,1.06,194,https://gpu.userbenchmark.com/SpeedTest/12348/NVIDIA-GeForce-7800-GTX
AMD,Radeon HD 6300M,542,1.06,2252,https://gpu.userbenchmark.com/SpeedTest/9894/AMD-Radeon-HD-6300M
Nvidia,GeForce 310M,543,1.04,6192,https://gpu.userbenchmark.com/SpeedTest/8049/NVIDIA-GeForce-310M
Nvidia,Quadro FX 4500,544,1.01,286,https://gpu.userbenchmark.com/SpeedTest/8032/NVIDIA-Quadro-FX-4500
Nvidia,GeForce 315M,545,1,2263,https://gpu.userbenchmark.com/SpeedTest/10068/NVIDIA-GeForce-315M
Nvidia,GeForce 7900 GS,546,1,540,https://gpu.userbenchmark.com/SpeedTest/8541/NVIDIA-GeForce-7900-GS
Nvidia,GeForce G210M,547,0.99,1177,https://gpu.userbenchmark.com/SpeedTest/8875/NVIDIA-GeForce-G210M
Nvidia,GeForce 310,548,0.98,3251,https://gpu.userbenchmark.com/SpeedTest/9197/NVIDIA-GeForce-310
Nvidia,GeForce 9400 GT,549,0.98,10220,https://gpu.userbenchmark.com/SpeedTest/7963/NVIDIA-GeForce-9400-GT
AMD,Radeon HD 7350,550,0.97,1293,https://gpu.userbenchmark.com/SpeedTest/12157/AMD-Radeon-HD-7350
AMD,Radeon HD 6350,552,0.96,2483,https://gpu.userbenchmark.com/SpeedTest/10261/AMD-Radeon-HD-6350
Nvidia,NVS 3100M,553,0.96,7941,https://gpu.userbenchmark.com/SpeedTest/7837/NVIDIA-NVS-3100M
Nvidia,Quadro FX 3500,554,0.95,547,https://gpu.userbenchmark.com/SpeedTest/10152/NVIDIA-Quadro-FX-3500
AMD,Radeon HD 7340,556,0.9,3117,https://gpu.userbenchmark.com/SpeedTest/8996/AMD-Radeon-HD-7340-Graphics
Nvidia,Quadro FX 380,557,0.9,1009,https://gpu.userbenchmark.com/SpeedTest/8914/NVIDIA-Quadro-FX-380
Nvidia,NVS 300,558,0.9,2067,https://gpu.userbenchmark.com/SpeedTest/8966/NVIDIA-NVS-300
Nvidia,GeForce G210,562,0.87,3282,https://gpu.userbenchmark.com/SpeedTest/11784/NVIDIA-GeForce-G210
AMD,HD 8210,563,0.87,3682,https://gpu.userbenchmark.com/SpeedTest/7831/AMD-Radeon-HD-8210
Nvidia,GeForce 305M,565,0.83,40,https://gpu.userbenchmark.com/SpeedTest/10705/NVIDIA-GeForce-305M
AMD,Radeon HD 6320,567,0.82,5762,https://gpu.userbenchmark.com/SpeedTest/8103/AMD-Radeon-HD-6320-Graphics
AMD,Radeon HD 5450,568,0.81,54213,https://gpu.userbenchmark.com/SpeedTest/7719/AMD-Radeon-HD-5450
Nvidia,GeForce Go 7900,569,0.77,103,https://gpu.userbenchmark.com/SpeedTest/9175/NVIDIA-GeForce-Go-7900-GS
Nvidia,GeForce 8400 GS,570,0.76,15734,https://gpu.userbenchmark.com/SpeedTest/7917/NVIDIA-GeForce-8400-GS
Nvidia,GeForce 210,571,0.76,69352,https://gpu.userbenchmark.com/SpeedTest/7740/NVIDIA-GeForce-210
Nvidia,GeForce 8500 GT,572,0.75,5196,https://gpu.userbenchmark.com/SpeedTest/7777/NVIDIA-GeForce-8500-GT
Nvidia,GeForce 8600M GS,573,0.75,838,https://gpu.userbenchmark.com/SpeedTest/8192/NVIDIA-GeForce-8600M-GS
Nvidia,GeForce 9400M,574,0.73,513,https://gpu.userbenchmark.com/SpeedTest/7998/NVIDIA-GeForce-9400M
Nvidia,GeForce 7600 GT,575,0.72,1140,https://gpu.userbenchmark.com/SpeedTest/8028/NVIDIA-GeForce-7600-GT
AMD,Radeon HD 7310,577,0.69,5806,https://gpu.userbenchmark.com/SpeedTest/9174/AMD-Radeon-HD-7310-Graphics
